"","times","avg"
"V997",996,8.61496308010772
"V998",997,8.6143638229185
"V999",998,8.61375836373096
"V1000",999,8.6131467285067
"V1001",1000,8.61252894313662
"V1002",1001,8.61190503340463
"V1003",1002,8.61127502500726
"V1004",1003,8.61063894357857
"V1005",1004,8.60999681462245
"V1006",1005,8.60934866358247
"V1007",1006,8.60869451581959
"V1008",1007,8.60803439657916
"V1009",1008,8.60736833103912
"V1010",1009,8.60669634427807
"V1011",1010,8.60601846129298
"V1012",1011,8.60533470699146
"V1013",1012,8.60464510618732
"V1014",1013,8.60394968363727
"V1015",1014,8.6032484639733
"V1016",1015,8.60254147176236
"V1017",1016,8.601828731504
"V1018",1017,8.6011102675669
"V1019",1018,8.60038610427175
"V1020",1019,8.59965626583302
"V1021",1020,8.59892077639407
"V1022",1021,8.59817966000269
"V1023",1022,8.59743294062279
"V1024",1023,8.5966806421629
"V1025",1024,8.59592278840321
"V1026",1025,8.59515940306657
"V1027",1026,8.594390509812
"V1028",1027,8.59361613216952
"V1029",1028,8.59283629362338
"V1030",1029,8.59205101755325
"V1031",1030,8.59126032727262
"V1032",1031,8.5904642460016
"V1033",1032,8.58966279687145
"V1034",1033,8.58885600297464
"V1035",1034,8.58804388727004
"V1036",1035,8.58722647265859
"V1037",1036,8.58640378198943
"V1038",1037,8.58557583797863
"V1039",1038,8.58474266329703
"V1040",1039,8.58390428052133
"V1041",1040,8.58306071215667
"V1042",1041,8.5822119806253
"V1043",1042,8.5813581082624
"V1044",1043,8.5804991173537
"V1045",1044,8.57963503006003
"V1046",1045,8.57876586849988
"V1047",1046,8.57789165472565
"V1048",1047,8.5770124106715
"V1049",1048,8.57612815822782
"V1050",1049,8.57523891918745
"V1051",1050,8.57434471527397
"V1052",1051,8.57344556813045
"V1053",1052,8.57254149931111
"V1054",1053,8.57163253033836
"V1055",1054,8.57071868260555
"V1056",1055,8.56979997746894
"V1057",1056,8.56887643621165
"V1058",1057,8.56794808000722
"V1059",1058,8.56701492998371
"V1060",1059,8.56607700717118
"V1061",1060,8.565134332546
"V1062",1061,8.56418692699868
"V1063",1062,8.56323481134116
"V1064",1063,8.56227800633876
"V1065",1064,8.56131653264858
"V1066",1065,8.56035041087229
"V1067",1066,8.55937966155903
"V1068",1067,8.55840430514364
"V1069",1068,8.55742436202101
"V1070",1069,8.5564398524951
"V1071",1070,8.55545079680605
"V1072",1071,8.55445721511813
"V1073",1072,8.55345912751292
"V1074",1073,8.55245655403638
"V1075",1074,8.55144951461969
"V1076",1075,8.55043802915491
"V1077",1076,8.54942211747247
"V1078",1077,8.54840179929312
"V1079",1078,8.54737709430283
"V1080",1079,8.54634802208953
"V1081",1080,8.54531460219012
"V1082",1081,8.54427685406222
"V1083",1082,8.54323479708969
"V1084",1083,8.54218845061683
"V1085",1084,8.54113783387943
"V1086",1085,8.54008296607498
"V1087",1086,8.53902386633347
"V1088",1087,8.53796055369171
"V1089",1088,8.53689304714223
"V1090",1089,8.53582136559307
"V1091",1090,8.53474552789545
"V1092",1091,8.53366555282533
"V1093",1092,8.53258145909044
"V1094",1093,8.53149326535105
"V1095",1094,8.53040099017145
"V1096",1095,8.529304652071
"V1097",1096,8.52820426951893
"V1098",1097,8.52709986087881
"V1099",1098,8.52599144447739
"V1100",1099,8.52487903856052
"V1101",1100,8.5237626613117
"V1102",1101,8.52264233085646
"V1103",1102,8.52151806523589
"V1104",1103,8.52038988246869
"V1105",1104,8.51925780045229
"V1106",1105,8.51812183706477
"V1107",1106,8.51698201012161
"V1108",1107,8.51583833733884
"V1109",1108,8.51469083640305
"V1110",1109,8.51353952491126
"V1111",1110,8.51238442041688
"V1112",1111,8.51122554039694
"V1113",1112,8.51006290226297
"V1114",1113,8.50889652339409
"V1115",1114,8.5077264210641
"V1116",1115,8.50655261252025
"V1117",1116,8.50537511494338
"V1118",1117,8.50419394543582
"V1119",1118,8.50300912105152
"V1120",1119,8.5018206587686
"V1121",1120,8.50062857552163
"V1122",1121,8.49943288816943
"V1123",1122,8.49823361351395
"V1124",1123,8.49703076831079
"V1125",1124,8.49582436923653
"V1126",1125,8.49461443291476
"V1127",1126,8.49340097592636
"V1128",1127,8.49218401476731
"V1129",1128,8.49096356588697
"V1130",1129,8.48973964567242
"V1131",1130,8.48851227044874
"V1132",1131,8.48728145648892
"V1133",1132,8.48604721998784
"V1134",1133,8.48480957711514
"V1135",1134,8.4835685439532
"V1136",1135,8.48232413653738
"V1137",1136,8.48107637086559
"V1138",1137,8.47982526284371
"V1139",1138,8.478570828342
"V1140",1139,8.47731308315827
"V1141",1140,8.47605204304562
"V1142",1141,8.47478772369705
"V1143",1142,8.47352014073415
"V1144",1143,8.47224930975825
"V1145",1144,8.47097524627202
"V1146",1145,8.4696979657514
"V1147",1146,8.46841748361545
"V1148",1147,8.46713381520495
"V1149",1148,8.46584697583574
"V1150",1149,8.46455698073607
"V1151",1150,8.46326384510817
"V1152",1151,8.46196758407418
"V1153",1152,8.46066821271007
"V1154",1153,8.45936574605118
"V1155",1154,8.45806019905327
"V1156",1155,8.45675158664248
"V1157",1156,8.45543992368804
"V1158",1157,8.45412522499045
"V1159",1158,8.45280750530939
"V1160",1159,8.45148677934102
"V1161",1160,8.45016306173072
"V1162",1161,8.44883636707327
"V1163",1162,8.44750670990362
"V1164",1163,8.44617410472028
"V1165",1164,8.44483856594994
"V1166",1165,8.44350010797854
"V1167",1166,8.44215874515156
"V1168",1167,8.44081449173174
"V1169",1168,8.43946736195631
"V1170",1169,8.43811736999819
"V1171",1170,8.43676452997522
"V1172",1171,8.43540885596548
"V1173",1172,8.43405036198275
"V1174",1173,8.43268906200592
"V1175",1174,8.43132496993949
"V1176",1175,8.42995809966183
"V1177",1176,8.42858846499835
"V1178",1177,8.42721607971029
"V1179",1178,8.42584095751875
"V1180",1179,8.42446311209347
"V1181",1180,8.42308255704168
"V1182",1181,8.42169930593768
"V1183",1182,8.42031337229097
"V1184",1183,8.41892476957967
"V1185",1184,8.417533511218
"V1186",1185,8.41613961057329
"V1187",1186,8.41474308098907
"V1188",1187,8.41334393571675
"V1189",1188,8.41194218799561
"V1190",1189,8.41053785099572
"V1191",1190,8.40913093784178
"V1192",1191,8.40772146162328
"V1193",1192,8.40630943535598
"V1194",1193,8.40489487204724
"V1195",1194,8.40347778461055
"V1196",1195,8.40205818594609
"V1197",1196,8.40063608890642
"V1198",1197,8.39921150627207
"V1199",1198,8.39778445080748
"V1200",1199,8.39635493520129
"V1201",1200,8.39492297211982
"V1202",1201,8.39348857416061
"V1203",1202,8.39205175388419
"V1204",1203,8.3906125238197
"V1205",1204,8.38917089641916
"V1206",1205,8.38772688412209
"V1207",1206,8.38628049930936
"V1208",1207,8.38483175431387
"V1209",1208,8.38338066141868
"V1210",1209,8.3819272328733
"V1211",1210,8.38047148086993
"V1212",1211,8.37901341755953
"V1213",1212,8.37755305505407
"V1214",1213,8.37609040541686
"V1215",1214,8.37462548066945
"V1216",1215,8.3731582927793
"V1217",1216,8.37168885369309
"V1218",1217,8.37021717528909
"V1219",1218,8.36874326941316
"V1220",1219,8.36726714786946
"V1221",1220,8.36578882240343
"V1222",1221,8.3643083047395
"V1223",1222,8.36282560652895
"V1224",1223,8.36134073942119
"V1225",1224,8.35985371498089
"V1226",1225,8.35836454475264
"V1227",1226,8.35687324025061
"V1228",1227,8.35537981291512
"V1229",1228,8.35388427417389
"V1230",1229,8.35238663538347
"V1231",1230,8.35088690788538
"V1232",1231,8.34938510295525
"V1233",1232,8.34788123183754
"V1234",1233,8.34637530574976
"V1235",1234,8.34486733583994
"V1236",1235,8.3433573332395
"V1237",1236,8.34184530902894
"V1238",1237,8.34033127424706
"V1239",1238,8.33881523989115
"V1240",1239,8.33729721691583
"V1241",1240,8.33577721624242
"V1242",1241,8.33425524874283
"V1243",1242,8.33273132525245
"V1244",1243,8.33120545656849
"V1245",1244,8.32967765344541
"V1246",1245,8.32814792659596
"V1247",1246,8.32661628670364
"V1248",1247,8.32508274440387
"V1249",1248,8.32354731029553
"V1250",1249,8.32200999493398
"V1251",1250,8.3204708088334
"V1252",1251,8.31892976247862
"V1253",1252,8.31738686629634
"V1254",1253,8.31584213069887
"V1255",1254,8.31429556604096
"V1256",1255,8.31274718264797
"V1257",1256,8.31119699081598
"V1258",1257,8.30964500078109
"V1259",1258,8.30809122276434
"V1260",1259,8.30653566692439
"V1261",1260,8.30497834339854
"V1262",1261,8.30341926227994
"V1263",1262,8.30185843362159
"V1264",1263,8.30029586745214
"V1265",1264,8.29873157374439
"V1266",1265,8.29716556245229
"V1267",1266,8.29559784348315
"V1268",1267,8.29402842670385
"V1269",1268,8.29245732195417
"V1270",1269,8.29088453902952
"V1271",1270,8.28931008768679
"V1272",1271,8.28773397765445
"V1273",1272,8.28615621861598
"V1274",1273,8.2845768202235
"V1275",1274,8.2829957920866
"V1276",1275,8.28141314378953
"V1277",1276,8.27982888488258
"V1278",1277,8.2782430248654
"V1279",1278,8.2766555732191
"V1280",1279,8.27506653937696
"V1281",1280,8.27347593273125
"V1282",1281,8.27188376265239
"V1283",1282,8.27029003846796
"V1284",1283,8.2686947694808
"V1285",1284,8.2670979649396
"V1286",1285,8.26549963407968
"V1287",1286,8.26389978609724
"V1288",1287,8.26229843013767
"V1289",1288,8.26069557533013
"V1290",1289,8.2590912307589
"V1291",1290,8.25748540548203
"V1292",1291,8.2558781085117
"V1293",1292,8.25426934883522
"V1294",1293,8.25265913541132
"V1295",1294,8.25104747714549
"V1296",1295,8.24943438292726
"V1297",1296,8.24781986161312
"V1298",1297,8.24620392201987
"V1299",1298,8.24458657293114
"V1300",1299,8.24296782309684
"V1301",1300,8.24134768123547
"V1302",1301,8.23972615603136
"V1303",1302,8.23810325612841
"V1304",1303,8.23647899015667
"V1305",1304,8.23485336669851
"V1306",1305,8.2332263943063
"V1307",1306,8.23159808151318
"V1308",1307,8.22996843679973
"V1309",1308,8.22833746863106
"V1310",1309,8.22670518542523
"V1311",1310,8.22507159557765
"V1312",1311,8.22343670745495
"V1313",1312,8.22180052937593
"V1314",1313,8.22016306965344
"V1315",1314,8.21852433654389
"V1316",1315,8.2168843382858
"V1317",1316,8.21524308308948
"V1318",1317,8.21360057912177
"V1319",1318,8.21195683453536
"V1320",1319,8.21031185743146
"V1321",1320,8.20866565589468
"V1322",1321,8.20701823797492
"V1323",1322,8.20536961168506
"V1324",1323,8.20371978502007
"V1325",1324,8.2020687659333
"V1326",1325,8.20041656235725
"V1327",1326,8.19876318219045
"V1328",1327,8.19710863329843
"V1329",1328,8.19545292352645
"V1330",1329,8.193796060676
"V1331",1330,8.19213805252628
"V1332",1331,8.19047890682628
"V1333",1332,8.18881863129227
"V1334",1333,8.18715723361699
"V1335",1334,8.18549472145618
"V1336",1335,8.1838311024412
"V1337",1336,8.18216638418069
"V1338",1337,8.18050057423917
"V1339",1338,8.17883368016836
"V1340",1339,8.17716570948244
"V1341",1340,8.17549666966366
"V1342",1341,8.17382656817276
"V1343",1342,8.17215541243081
"V1344",1343,8.17048320984829
"V1345",1344,8.16880996778601
"V1346",1345,8.16713569359124
"V1347",1346,8.1654603945852
"V1348",1347,8.16378407804976
"V1349",1348,8.16210675125341
"V1350",1349,8.16042842142206
"V1351",1350,8.15874909576297
"V1352",1351,8.15706878144879
"V1353",1352,8.15538748562427
"V1354",1353,8.15370521541847
"V1355",1354,8.15202197791583
"V1356",1355,8.15033778018759
"V1357",1356,8.14865262927443
"V1358",1357,8.14696653218972
"V1359",1358,8.14527949591831
"V1360",1359,8.14359152741737
"V1361",1360,8.14190263362148
"V1362",1361,8.14021282143192
"V1363",1362,8.13852209772524
"V1364",1363,8.13683046935808
"V1365",1364,8.13513794315124
"V1366",1365,8.13344452590139
"V1367",1366,8.13175022438549
"V1368",1367,8.13005504535007
"V1369",1368,8.12835899551675
"V1370",1369,8.12666208157876
"V1371",1370,8.12496431020423
"V1372",1371,8.12326568803874
"V1373",1372,8.1215662216891
"V1374",1373,8.11986591775584
"V1375",1374,8.118164782798
"V1376",1375,8.1164628233557
"V1377",1376,8.11476004594998
"V1378",1377,8.11305645706559
"V1379",1378,8.11135206317597
"V1380",1379,8.10964687071262
"V1381",1380,8.10794088609191
"V1382",1381,8.1062341157053
"V1383",1382,8.10452656590809
"V1384",1383,8.10281824304917
"V1385",1384,8.10110915343456
"V1386",1385,8.09939930336214
"V1387",1386,8.09768869909738
"V1388",1387,8.09597734688014
"V1389",1388,8.09426525293416
"V1390",1389,8.09255242344568
"V1391",1390,8.09083886458725
"V1392",1391,8.08912458250195
"V1393",1392,8.08740958331076
"V1394",1393,8.08569387311186
"V1395",1394,8.08397745797276
"V1396",1395,8.08226034394643
"V1397",1396,8.08054253705886
"V1398",1397,8.07882404331133
"V1399",1398,8.07710486868785
"V1400",1399,8.07538501914305
"V1401",1400,8.07366450060778
"V1402",1401,8.07194331899002
"V1403",1402,8.07022148017345
"V1404",1403,8.06849899002177
"V1405",1404,8.06677585437161
"V1406",1405,8.06505207903968
"V1407",1406,8.06332766982745
"V1408",1407,8.06160263249956
"V1409",1408,8.05987697280916
"V1410",1409,8.05815069648142
"V1411",1410,8.05642380921624
"V1412",1411,8.05469631669768
"V1413",1412,8.05296822457852
"V1414",1413,8.05123953850349
"V1415",1414,8.04951026407903
"V1416",1415,8.04778040689687
"V1417",1416,8.04604997253311
"V1418",1417,8.0443189665299
"V1419",1418,8.042587394419
"V1420",1419,8.04085526170215
"V1421",1420,8.03912257386591
"V1422",1421,8.03738933636687
"V1423",1422,8.03565555464197
"V1424",1423,8.03392123411241
"V1425",1424,8.03218638016765
"V1426",1425,8.03045099818583
"V1427",1426,8.02871509352291
"V1428",1427,8.02697867151343
"V1429",1428,8.02524173746958
"V1430",1429,8.0235042966797
"V1431",1430,8.02176635441454
"V1432",1431,8.02002791591989
"V1433",1432,8.01828898641925
"V1434",1433,8.01654957112508
"V1435",1434,8.01480967521971
"V1436",1435,8.01306930386794
"V1437",1436,8.0113284622183
"V1438",1437,8.00958715539369
"V1439",1438,8.00784538850083
"V1440",1439,8.00610316662008
"V1441",1440,8.00436049481923
"V1442",1441,8.00261737814268
"V1443",1442,8.00087382160604
"V1444",1443,7.99912983021838
"V1445",1444,7.99738540895686
"V1446",1445,7.99564056278394
"V1447",1446,7.99389529664585
"V1448",1447,7.99214961546751
"V1449",1448,7.99040352415733
"V1450",1449,7.98865702759579
"V1451",1450,7.98691013065015
"V1452",1451,7.98516283816276
"V1453",1452,7.98341515495728
"V1454",1453,7.98166708584132
"V1455",1454,7.97991863560067
"V1456",1455,7.9781698090042
"V1457",1456,7.97642061080383
"V1458",1457,7.97467104572728
"V1459",1458,7.97292111848737
"V1460",1459,7.97117083377461
"V1461",1460,7.96942019625977
"V1462",1461,7.96766921060207
"V1463",1462,7.96591788143044
"V1464",1463,7.96416621336733
"V1465",1464,7.96241421100472
"V1466",1465,7.96066187892104
"V1467",1466,7.95890922168527
"V1468",1467,7.95715624383149
"V1469",1468,7.9554029498951
"V1470",1469,7.95364934437538
"V1471",1470,7.95189543176499
"V1472",1471,7.95014121653073
"V1473",1472,7.94838670311787
"V1474",1473,7.94663189596699
"V1475",1474,7.9448767994862
"V1476",1475,7.94312141807577
"V1477",1476,7.94136575611809
"V1478",1477,7.93960981797651
"V1479",1478,7.93785360799568
"V1480",1479,7.93609713050034
"V1481",1480,7.93434038980303
"V1482",1481,7.93258339019147
"V1483",1482,7.93082613593945
"V1484",1483,7.92906863130381
"V1485",1484,7.9273108805235
"V1486",1485,7.92555288781749
"V1487",1486,7.92379465739455
"V1488",1487,7.92203619344326
"V1489",1488,7.92027750013382
"V1490",1489,7.91851858162083
"V1491",1490,7.91675944203916
"V1492",1491,7.9150000855127
"V1493",1492,7.91324051613758
"V1494",1493,7.91148073800401
"V1495",1494,7.90972075517816
"V1496",1495,7.90796057171081
"V1497",1496,7.90620019164238
"V1498",1497,7.90443961898854
"V1499",1498,7.90267885775934
"V1500",1499,7.9009179119347
"V1501",1500,7.89915678548957
"V1502",1501,7.89739548237611
"V1503",1502,7.89563400652923
"V1504",1503,7.89387236187184
"V1505",1504,7.89211055230383
"V1506",1505,7.89034858172004
"V1507",1506,7.88858645399053
"V1508",1507,7.88682417297524
"V1509",1508,7.88506174251777
"V1510",1509,7.88329916644143
"V1511",1510,7.88153644855493
"V1512",1511,7.87977359265135
"V1513",1512,7.87801060250785
"V1514",1513,7.87624748188807
"V1515",1514,7.874484234535
"V1516",1515,7.87272086418221
"V1517",1516,7.8709573745454
"V1518",1517,7.86919376932484
"V1519",1518,7.86743005220765
"V1520",1519,7.86566622686364
"V1521",1520,7.86390229694697
"V1522",1521,7.86213826609791
"V1523",1522,7.86037413793745
"V1524",1523,7.85860991607558
"V1525",1524,7.85684560410258
"V1526",1525,7.85508120559617
"V1527",1526,7.85331672412519
"V1528",1527,7.85155216323584
"V1529",1528,7.84978752646882
"V1530",1529,7.84802281733944
"V1531",1530,7.84625803935496
"V1532",1531,7.84449319600496
"V1533",1532,7.84272829076078
"V1534",1533,7.84096332708567
"V1535",1534,7.83919830842264
"V1536",1535,7.83743323820644
"V1537",1536,7.83566811985422
"V1538",1537,7.83390295676878
"V1539",1538,7.8321377523413
"V1540",1539,7.83037250994474
"V1541",1540,7.828607232939
"V1542",1541,7.82684192467238
"V1543",1542,7.82507658847581
"V1544",1543,7.82331122766731
"V1545",1544,7.82154584554851
"V1546",1545,7.81978044541027
"V1547",1546,7.81801503052846
"V1548",1547,7.81624960416573
"V1549",1548,7.81448416957444
"V1550",1549,7.81271872998851
"V1551",1550,7.81095328862853
"V1552",1551,7.80918784870177
"V1553",1552,7.80742241339928
"V1554",1553,7.8056569859015
"V1555",1554,7.80389156937253
"V1556",1555,7.80212616696833
"V1557",1556,7.80036078183126
"V1558",1557,7.79859541708641
"V1559",1558,7.79683007584982
"V1560",1559,7.79506476121896
"V1561",1560,7.79329947628001
"V1562",1561,7.79153422410645
"V1563",1562,7.78976900775752
"V1564",1563,7.78800383028301
"V1565",1564,7.78623869471224
"V1566",1565,7.78447360406843
"V1567",1566,7.78270856135985
"V1568",1567,7.78094356958093
"V1569",1568,7.77917863171789
"V1570",1569,7.77741375073954
"V1571",1570,7.77564892960542
"V1572",1571,7.77388417125807
"V1573",1572,7.77211947862642
"V1574",1573,7.77035485463261
"V1575",1574,7.7685903021768
"V1576",1575,7.76682582415529
"V1577",1576,7.76506142344964
"V1578",1577,7.76329710292954
"V1579",1578,7.76153286545316
"V1580",1579,7.75976871386297
"V1581",1580,7.75800465099267
"V1582",1581,7.75624067966103
"V1583",1582,7.7544768026734
"V1584",1583,7.75271302282741
"V1585",1584,7.75094934290363
"V1586",1585,7.74918576567265
"V1587",1586,7.74742229389448
"V1588",1587,7.74565893031636
"V1589",1588,7.74389567767588
"V1590",1589,7.7421325386911
"V1591",1590,7.74036951607699
"V1592",1591,7.73860661253227
"V1593",1592,7.73684383074192
"V1594",1593,7.73508117338347
"V1595",1594,7.73331864311849
"V1596",1595,7.73155624260061
"V1597",1596,7.72979397446993
"V1598",1597,7.72803184135792
"V1599",1598,7.7262698458839
"V1600",1599,7.72450799065263
"V1601",1600,7.72274627825896
"V1602",1601,7.72098471128666
"V1603",1602,7.71922329230379
"V1604",1603,7.71746202387203
"V1605",1604,7.71570090853918
"V1606",1605,7.71393994884423
"V1607",1606,7.71217914731506
"V1608",1607,7.7104185064671
"V1609",1608,7.70865802880818
"V1610",1609,7.70689771683072
"V1611",1610,7.70513757301532
"V1612",1611,7.70337759983564
"V1613",1612,7.70161779975034
"V1614",1613,7.6998581752084
"V1615",1614,7.69809872864618
"V1616",1615,7.69633946249166
"V1617",1616,7.69458037916316
"V1618",1617,7.69282148106486
"V1619",1618,7.69106277059626
"V1620",1619,7.68930425014214
"V1621",1620,7.68754592207503
"V1622",1621,7.6857877887601
"V1623",1622,7.68402985254872
"V1624",1623,7.68227211578428
"V1625",1624,7.68051458079372
"V1626",1625,7.67875724990103
"V1627",1626,7.67700012541779
"V1628",1627,7.67524320964348
"V1629",1628,7.67348650487064
"V1630",1629,7.67173001337783
"V1631",1630,7.66997373743651
"V1632",1631,7.66821767930364
"V1633",1632,7.66646184122882
"V1634",1633,7.66470622545155
"V1635",1634,7.66295083419797
"V1636",1635,7.66119566968864
"V1637",1636,7.65944073413255
"V1638",1637,7.65768602972914
"V1639",1638,7.65593155866741
"V1640",1639,7.65417732312552
"V1641",1640,7.65242332527299
"V1642",1641,7.65066956726771
"V1643",1642,7.64891605125854
"V1644",1643,7.64716277938487
"V1645",1644,7.64540975377482
"V1646",1645,7.64365697654726
"V1647",1646,7.64190444981395
"V1648",1647,7.64015217567562
"V1649",1648,7.63840015622569
"V1650",1649,7.63664839354466
"V1651",1650,7.63489688970432
"V1652",1651,7.63314564676728
"V1653",1652,7.63139466678363
"V1654",1653,7.62964395179573
"V1655",1654,7.62789350383639
"V1656",1655,7.62614332492969
"V1657",1656,7.62439341709243
"V1658",1657,7.62264378233091
"V1659",1658,7.62089442264371
"V1660",1659,7.61914534001607
"V1661",1660,7.6173965364256
"V1662",1661,7.61564801384561
"V1663",1662,7.61389977422966
"V1664",1663,7.61215181953143
"V1665",1664,7.61040415168947
"V1666",1665,7.60865677263778
"V1667",1666,7.60690968429778
"V1668",1667,7.60516288858308
"V1669",1668,7.60341638740468
"V1670",1669,7.60167018265433
"V1671",1670,7.59992427622298
"V1672",1671,7.59817866998885
"V1673",1672,7.59643336582138
"V1674",1673,7.59468836558169
"V1675",1674,7.59294367111813
"V1676",1675,7.59119928427875
"V1677",1676,7.58945520689571
"V1678",1677,7.58771144079774
"V1679",1678,7.5859679878033
"V1680",1679,7.58422484972143
"V1681",1680,7.58248202835097
"V1682",1681,7.58073952548434
"V1683",1682,7.57899734290651
"V1684",1683,7.5772554823887
"V1685",1684,7.57551394569835
"V1686",1685,7.57377273459375
"V1687",1686,7.57203185082625
"V1688",1687,7.57029129613656
"V1689",1688,7.56855107225937
"V1690",1689,7.56681118092076
"V1691",1690,7.5650716238347
"V1692",1691,7.56333240271099
"V1693",1692,7.56159351924805
"V1694",1693,7.55985497513827
"V1695",1694,7.55811677206179
"V1696",1695,7.5563789116962
"V1697",1696,7.55464139570971
"V1698",1697,7.55290422576194
"V1699",1698,7.5511674035066
"V1700",1699,7.54943093058668
"V1701",1700,7.54769480863929
"V1702",1701,7.54595903929149
"V1703",1702,7.54422362416109
"V1704",1703,7.54248856486113
"V1705",1704,7.54075386299272
"V1706",1705,7.53901952015216
"V1707",1706,7.53728553792874
"V1708",1707,7.53555191790418
"V1709",1708,7.5338186616519
"V1710",1709,7.53208577073659
"V1711",1710,7.53035324671789
"V1712",1711,7.52862109114517
"V1713",1712,7.52688930555843
"V1714",1713,7.52515789149415
"V1715",1714,7.52342685047741
"V1716",1715,7.52169618402822
"V1717",1716,7.51996589365827
"V1718",1717,7.51823598087396
"V1719",1718,7.51650644717337
"V1720",1719,7.51477729404306
"V1721",1720,7.51304852296816
"V1722",1721,7.51132013542366
"V1723",1722,7.50959213287487
"V1724",1723,7.50786451678294
"V1725",1724,7.50613728860092
"V1726",1725,7.50441044977425
"V1727",1726,7.50268400174081
"V1728",1727,7.50095794593432
"V1729",1728,7.49923228377912
"V1730",1729,7.49750701669124
"V1731",1730,7.49578214608051
"V1732",1731,7.49405767335166
"V1733",1732,7.49233359989771
"V1734",1733,7.49060992710655
"V1735",1734,7.48888665635995
"V1736",1735,7.48716378903172
"V1737",1736,7.48544132649015
"V1738",1737,7.48371927009617
"V1739",1738,7.48199762120709
"V1740",1739,7.48027638116898
"V1741",1740,7.47855555132045
"V1742",1741,7.47683513299691
"V1743",1742,7.47511512752152
"V1744",1743,7.47339553621364
"V1745",1744,7.47167636038559
"V1746",1745,7.46995760134303
"V1747",1746,7.46823926038636
"V1748",1747,7.46652133880749
"V1749",1748,7.46480383789523
"V1750",1749,7.46308675892687
"V1751",1750,7.46137010317566
"V1752",1751,7.45965387190935
"V1753",1752,7.45793806638682
"V1754",1753,7.45622268786167
"V1755",1754,7.45450773757656
"V1756",1755,7.45279321677398
"V1757",1756,7.45107912668498
"V1758",1757,7.44936546853704
"V1759",1758,7.44765224355357
"V1760",1759,7.44593945294734
"V1761",1760,7.44422709792908
"V1762",1761,7.44251517969727
"V1763",1762,7.44080369944868
"V1764",1763,7.4390926583698
"V1765",1764,7.43738205764193
"V1766",1765,7.43567189844357
"V1767",1766,7.43396218194424
"V1768",1767,7.43225290931059
"V1769",1768,7.43054408169858
"V1770",1769,7.42883570026085
"V1771",1770,7.42712776614129
"V1772",1771,7.42542028047876
"V1773",1772,7.42371324440715
"V1774",1773,7.42200665905277
"V1775",1774,7.42030052553677
"V1776",1775,7.41859484497229
"V1777",1776,7.41688961847055
"V1778",1777,7.41518484713345
"V1779",1778,7.41348053205973
"V1780",1779,7.41177667434122
"V1781",1780,7.41007327506216
"V1782",1781,7.40837033530472
"V1783",1782,7.40666785613817
"V1784",1783,7.40496583863118
"V1785",1784,7.40326428384302
"V1786",1785,7.40156319282895
"V1787",1786,7.39986256664139
"V1788",1787,7.39816240632323
"V1789",1788,7.39646271291808
"V1790",1789,7.39476348745504
"V1791",1790,7.39306473096324
"V1792",1791,7.3913664444651
"V1793",1792,7.38966862897387
"V1794",1793,7.387971285501
"V1795",1794,7.38627441504793
"V1796",1795,7.38457801861757
"V1797",1796,7.38288209719859
"V1798",1797,7.38118665178277
"V1799",1798,7.37949168335248
"V1800",1799,7.37779719288236
"V1801",1800,7.37610318134683
"V1802",1801,7.37440964970988
"V1803",1802,7.37271659893503
"V1804",1803,7.37102402997262
"V1805",1804,7.36933194377455
"V1806",1805,7.36764034128464
"V1807",1806,7.36594922343924
"V1808",1807,7.36425859117572
"V1809",1808,7.36256844541994
"V1810",1809,7.36087878709875
"V1811",1810,7.35918961712493
"V1812",1811,7.35750093641418
"V1813",1812,7.35581274587269
"V1814",1813,7.35412504639852
"V1815",1814,7.35243783889145
"V1816",1815,7.35075112423973
"V1817",1816,7.34906490333446
"V1818",1817,7.34737917705386
"V1819",1818,7.34569394627722
"V1820",1819,7.34400921187452
"V1821",1820,7.34232497470913
"V1822",1821,7.3406412356451
"V1823",1822,7.33895799553429
"V1824",1823,7.33727525523038
"V1825",1824,7.33559301557489
"V1826",1825,7.33391127741079
"V1827",1826,7.33223004157256
"V1828",1827,7.33054930889064
"V1829",1828,7.32886908019416
"V1830",1829,7.32718935630079
"V1831",1830,7.3255101380316
"V1832",1831,7.32383142619436
"V1833",1832,7.3221532215964
"V1834",1833,7.32047552503754
"V1835",1834,7.31879833731186
"V1836",1835,7.31712165921325
"V1837",1836,7.31544549152509
"V1838",1837,7.31376983503532
"V1839",1838,7.31209469051884
"V1840",1839,7.31042005874959
"V1841",1840,7.30874594049545
"V1842",1841,7.30707233651932
"V1843",1842,7.30539924758024
"V1844",1843,7.30372667442962
"V1845",1844,7.30205461781913
"V1846",1845,7.30038307849044
"V1847",1846,7.29871205718553
"V1848",1847,7.29704155463976
"V1849",1848,7.29537157158405
"V1850",1849,7.29370210874525
"V1851",1850,7.2920331668429
"V1852",1851,7.29036474659897
"V1853",1852,7.28869684872173
"V1854",1853,7.287029473921
"V1855",1854,7.2853626228995
"V1856",1855,7.28369629635549
"V1857",1856,7.28203049498604
"V1858",1857,7.28036521947956
"V1859",1858,7.2787004705261
"V1860",1859,7.27703624880405
"V1861",1860,7.27537255499258
"V1862",1861,7.27370938976515
"V1863",1862,7.2720467537876
"V1864",1863,7.27038464772564
"V1865",1864,7.26872307223619
"V1866",1865,7.26706202797692
"V1867",1866,7.265401515598
"V1868",1867,7.26374153574793
"V1869",1868,7.26208208907186
"V1870",1869,7.26042317620622
"V1871",1870,7.258764797788
