A2,B2,n2
5.66E-08,0.001544,1.833
2.68E-08,0.0008229,1.909
1.61E-08,0.001084,1.998
4.58E-08,0.001209,1.843
3.20E-07,0.002702,1.582
1.26E-07,0.001518,1.711
3.57E-08,0.002202,1.864
5.28E-08,0.001121,1.844
3.37E-08,0.001585,1.868
2.35E-08,0.001885,1.931
1.78E-07,0.001759,1.653
1.70E-07,0.003465,1.671
7.15E-08,0.001248,1.792
7.19E-08,0.00179,1.794
1.34E-07,0.00107,1.716
4.47E-08,0.001702,1.853
7.19E-08,0.001096,1.777
2.30E-08,0.001502,1.932
4.32E-08,0.0009141,1.852
4.86E-08,0.001626,1.825
1.56E-08,0.001183,2
4.04E-08,0.001294,1.858
1.22E-07,0.0006258,1.695
2.21E-08,0.001034,1.919
3.01E-08,0.0009096,1.865
2.61E-07,0.001314,1.588
3.51E-08,0.001428,1.889
2.62E-07,0.002843,1.614
1.29E-08,0.001843,2
4.11E-07,0.001937,1.563
2.42E-08,0.001131,1.929
1.82E-07,0.001778,1.656
5.97E-08,0.002229,1.815
8.69E-07,0.002298,1.436
1.42E-07,0.001824,1.683
5.61E-08,0.001317,1.807
6.08E-08,0.002579,1.843
1.27E-08,0.0004209,2
2.80E-08,0.001111,1.9
7.24E-08,0.00135,1.785
8.23E-08,0.00174,1.763
2.93E-07,0.002746,1.622
1.27E-08,0.0008331,2
7.16E-08,0.001306,1.785
6.59E-08,0.00124,1.796
1.36E-07,0.001446,1.692
3.12E-07,0.001754,1.6
5.78E-08,0.0009995,1.798
8.49E-08,0.0009142,1.742
6.64E-08,0.001882,1.801
6.38E-08,0.001521,1.804
2.48E-08,0.0007755,1.913
1.51E-07,0.001713,1.676
1.47E-07,0.002009,1.67
4.02E-08,0.001386,1.865
8.97E-08,0.0008337,1.73
1.09E-07,0.001179,1.692
1.38E-08,0.0009878,1.992
1.74E-07,0.001118,1.665
8.15E-08,0.001217,1.766
2.49E-08,0.001276,1.91
4.47E-08,0.001609,1.842
1.79E-08,0.0008429,1.978
5.96E-08,0.0009673,1.788
3.23E-08,0.0008556,1.878
1.14E-07,0.001967,1.741
9.56E-08,0.001258,1.759
2.46E-08,0.001251,1.93
4.27E-08,0.0009986,1.841
1.94E-08,0.001548,1.967
5.62E-08,0.0009192,1.819
1.97E-08,0.001037,1.974
4.59E-07,0.003796,1.552
1.57E-08,0.0008106,1.996
1.71E-08,0.001421,1.956
6.88E-08,0.002373,1.776
6.03E-08,0.000806,1.788
1.66E-08,0.001171,1.981
3.75E-08,0.0028,1.886
1.63E-08,0.0008065,1.979
2.87E-08,0.001889,1.901
3.61E-08,0.001432,1.878
2.03E-08,0.001099,1.958
2.83E-08,0.001414,1.897
1.43E-07,0.001556,1.688
2.38E-08,0.001193,1.931
1.25E-08,0.001156,2
1.35E-08,0.0007073,2
6.04E-08,0.001031,1.818
9.11E-08,0.001466,1.733
1.04E-07,0.001276,1.747
2.43E-08,0.002096,1.927
1.95E-08,0.001961,1.954
2.16E-08,0.001213,1.954
1.99E-07,0.001618,1.637
1.06E-07,0.001246,1.734
7.61E-08,0.00162,1.778
1.36E-08,0.0009369,1.998
2.24E-08,0.001993,1.946
5.59E-08,0.001589,1.812
4.84E-08,0.001852,1.819
6.95E-08,0.001333,1.796
4.42E-08,0.002195,1.871
3.32E-08,0.001395,1.883
1.33E-07,0.001268,1.68
3.65E-08,0.001677,1.873
8.91E-08,0.001859,1.746
1.76E-08,0.0006359,1.988
4.94E-08,0.0009899,1.847
2.60E-08,0.00169,1.908
1.58E-08,0.001478,2
3.80E-08,0.001373,1.866
6.65E-08,0.0009562,1.797
4.86E-08,0.001102,1.844
1.32E-08,0.001057,2
1.69E-08,0.00103,1.966
1.38E-07,0.0008791,1.678
9.24E-08,0.00165,1.732
1.46E-08,0.001617,2
1.97E-07,0.001559,1.635
6.58E-07,0.004243,1.508
1.77E-07,0.002802,1.651
1.29E-07,0.00287,1.708
6.12E-08,0.001841,1.789
8.04E-08,0.001213,1.748
8.61E-08,0.0009239,1.746
6.03E-08,0.002942,1.798
8.87E-08,0.001989,1.767
7.13E-08,0.001566,1.817
1.11E-07,0.002417,1.742
1.50E-08,0.001228,2
3.59E-08,0.002334,1.893
5.52E-08,0.001691,1.825
6.54E-08,0.001045,1.802
3.73E-08,0.002279,1.886
2.55E-08,0.0007691,1.928
1.39E-07,0.00128,1.681
4.41E-08,0.001179,1.853
5.66E-08,0.001313,1.806
4.90E-08,0.002067,1.821
6.84E-08,0.002425,1.785
1.43E-07,0.002089,1.696
2.27E-07,0.001066,1.625
3.03E-08,0.001133,1.92
1.70E-07,0.00317,1.653
1.39E-08,0.001024,2
4.13E-08,0.001447,1.867
1.51E-08,0.0007687,1.995
3.44E-08,0.00121,1.868
1.34E-07,0.001512,1.711
2.50E-08,0.00112,1.925
3.97E-08,0.001144,1.854
2.12E-08,0.0009603,1.946
1.04E-07,0.00126,1.738
5.99E-08,0.0009157,1.791
3.18E-08,0.001838,1.909
1.10E-07,0.0009459,1.736
2.45E-08,0.001545,1.918
5.13E-08,0.001604,1.836
9.46E-08,0.001176,1.744
1.56E-08,0.0007609,1.988
1.24E-07,0.002174,1.717
2.76E-07,0.00142,1.59
1.67E-08,0.00087,1.973
6.27E-08,0.001297,1.795
1.80E-07,0.0009675,1.637
2.19E-07,0.002657,1.63
8.41E-08,0.003162,1.761
1.56E-07,0.003777,1.701
4.45E-08,0.001637,1.832
2.11E-07,0.002014,1.644
6.77E-08,0.002176,1.772
3.82E-08,0.001225,1.868
1.54E-07,0.002125,1.66
4.14E-08,0.001372,1.863
6.02E-08,0.001398,1.787
9.89E-08,0.0009518,1.734
2.59E-08,0.001327,1.916
1.35E-08,0.0005167,2
8.42E-08,0.0009014,1.758
1.90E-08,0.00118,1.945
6.08E-08,0.00115,1.803
6.63E-08,0.001032,1.789
6.06E-07,0.002037,1.487
3.16E-08,0.0008198,1.875
1.37E-08,0.0008208,2
8.95E-08,0.0008664,1.741
4.17E-08,0.001747,1.87
1.40E-07,0.001949,1.693
3.54E-08,0.0008668,1.861
4.24E-08,0.001674,1.87
8.36E-08,0.001144,1.731
1.80E-08,0.0005825,1.954
7.40E-08,0.001458,1.756
1.29E-07,0.001134,1.721
1.19E-07,0.002199,1.729
9.03E-08,0.001759,1.74
8.96E-08,0.003507,1.754
3.62E-08,0.00159,1.883
1.56E-08,0.002117,2
2.69E-08,0.0009967,1.896
2.22E-08,0.000961,1.942
1.26E-07,0.002496,1.7
2.77E-08,0.001313,1.933
1.98E-07,0.001689,1.661
5.56E-08,0.001184,1.81
1.59E-08,0.001489,2
1.12E-07,0.001249,1.697
1.41E-08,0.0009098,1.981
5.18E-08,0.00221,1.817
3.96E-08,0.001251,1.859
4.88E-08,0.001555,1.83
2.85E-08,0.0005642,1.922
1.33E-08,0.0005513,2
2.63E-08,0.00153,1.932
2.49E-08,0.001851,1.923
2.30E-07,0.002075,1.625
3.49E-08,0.002366,1.878
1.63E-08,0.00144,1.997
5.45E-08,0.002155,1.838
5.08E-08,0.002071,1.828
4.70E-08,0.001086,1.857
1.29E-07,0.00164,1.698
5.21E-08,0.001128,1.821
3.39E-08,0.001743,1.887
3.69E-08,0.00174,1.879
5.29E-08,0.001189,1.828
1.41E-08,0.001162,2
2.35E-08,0.001341,1.929
8.40E-08,0.001519,1.763
2.64E-08,0.001096,1.926
1.01E-07,0.001296,1.723
7.41E-08,0.001201,1.79
1.22E-08,0.0005254,2
1.59E-08,0.0008636,1.931
4.54E-08,0.001147,1.844
7.12E-08,0.001758,1.779
2.02E-07,0.001443,1.647
1.33E-08,0.0009854,2
2.99E-08,0.0008628,1.918
7.02E-07,0.001491,1.46
8.44E-08,0.0007537,1.746
8.38E-08,0.001702,1.788
1.60E-08,0.001737,1.984
2.22E-07,0.00169,1.621
6.36E-08,0.001324,1.798
1.63E-08,0.0009995,1.99
6.64E-07,0.0009465,1.461
6.68E-08,0.0007338,1.773
1.30E-08,0.0008847,2
1.37E-08,0.000756,2
2.93E-08,0.0009396,1.886
1.26E-07,0.002066,1.708
5.26E-08,0.0008527,1.833
3.49E-08,0.001357,1.864
1.41E-08,0.0008003,2
2.41E-07,0.002847,1.613
5.43E-08,0.001383,1.845
3.10E-08,0.0009393,1.901
6.70E-08,0.001184,1.799
1.43E-08,0.0009806,2
1.15E-07,0.001105,1.724
1.40E-08,0.0007158,2
9.05E-08,0.001707,1.785
