"","F","kin","kout","ktr","kout2","k1","k2","k12","k13","k21","k31","A1","B1","n","A2","B2","n2","V1","Mmass","V_A","P_I_co2","Wmax","lumbda","Q1","s1","z","alpha_co2","C_B_hco3","C_T_hco3","alpha_o2","K1","K2","a1","a2","alpha1","beta1","alpha2","beta2","Z","C1Spencer","C2Spencer","Qb0","Qt0","rou","V_B","M_B_co2","M_B_o2_0","V_T","M_T_co2","M_T_o2_0","P3","offDp","P1","Bmax","P2","offDc","Aco2","Bco2","Cco2","Dco2","P_a_co2_0","tau_co2","c1o2","c2o2","P_a_o2_0","tau_o2","K_Dp","K_Dc","K_fpc","Bp","f_pc_max","f_pc_min","f_pc_0","P_a_o2_c","K_pc","tau_Dp","tau_Dc","G_Dp","G_Dc","P_B_co2_0","theta_Hmin","Gh","P_B_o2_0","tau_h","theta_Hmax","W","fL","fN","offCo2","offO2","Infu_t","VP","Cim25","Cim26","Cim27","Cim28","CA_delay_o2","CA_delay_co2","tsh_value_o2","tsh_value_co2","Shock","k12N","k21N","V2","f1","f2","molarMassAntagonist","brainWeight","tau_o2Child","c1o2Child","Q_0","timeout","starttime","initialdelay"
"1.314",0.1362,0.0052,0.002,0.0033,5.792,0.003,0.001774,0.0032,0.0036,0.0023,0.00023,3.08e-05,0.004331,0.8439,4.716e-08,0.001333,1.837,36048.2177,336.4,3.28,0,6.62,863,0,0.024,0,0.000667,0.5824,0.5824,3.17e-05,14.99,194.4,0.3836,1.819,0.03198,0.008275,0.05591,0.03255,0.02272,9,86.11,0.0125,0.0708333333333333,0.32,1.32,0.000666666666666667,-0.000833333333333333,38.68,0.00266666666666667,-0.00333333333333333,1.323,1,4.22625,0.66,0.06319,1,-30,60,40,4.5,40,20,17,11,95,10,0.588,0.9239,1.738,18,12.3,0.8352,3.67,45,29.27,7,60,2.5,2,45.27,29.8,10,32,300,37,6.62,0.87,0.93,1,1,300,10.5,0.024,0.024,1,1,1e+05,1e+05,15,52.5,0,90.8553,45.2,141999.4316,0.1286,0.1058,339.435,1500,10,17,0.0811666666666667,600,30,60
"1.315",0.1648,0.0029,0.002,0.0024,6.9706,0.003,0.001774,0.0032,0.0036,0.0023,0.00023,3.08e-05,0.004331,0.8439,4.716e-08,0.001333,1.837,38629.5399,336.4,3.28,0,6.62,863,0,0.024,0,0.000667,0.5824,0.5824,3.17e-05,14.99,194.4,0.3836,1.819,0.03198,0.008275,0.05591,0.03255,0.02272,9,86.11,0.0125,0.0708333333333333,0.32,1.32,0.000666666666666667,-0.000833333333333333,38.68,0.00266666666666667,-0.00333333333333333,1.323,1,4.22625,0.66,0.06319,1,-30,60,40,4.5,40,20,17,11,95,10,0.588,0.9239,1.738,18,12.3,0.8352,3.67,45,29.27,7,60,2.5,2,45.27,29.8,10,32,300,37,6.62,0.87,0.93,1,1,300,10.5,0.024,0.024,1,1,1e+05,1e+05,15,52.5,0,62.4584,45.2,169406.1315,0.1286,0.1058,339.435,1500,10,17,0.0811666666666667,600,30,60
"1.316",0.1314,0.0031,0.002,0.0032,5.5702,0.003,0.001774,0.0032,0.0036,0.0023,0.00023,3.08e-05,0.004331,0.8439,4.716e-08,0.001333,1.837,31070.9018,336.4,3.28,0,6.62,863,0,0.024,0,0.000667,0.5824,0.5824,3.17e-05,14.99,194.4,0.3836,1.819,0.03198,0.008275,0.05591,0.03255,0.02272,9,86.11,0.0125,0.0708333333333333,0.32,1.32,0.000666666666666667,-0.000833333333333333,38.68,0.00266666666666667,-0.00333333333333333,1.323,1,4.22625,0.66,0.06319,1,-30,60,40,4.5,40,20,17,11,95,10,0.588,0.9239,1.738,18,12.3,0.8352,3.67,45,29.27,7,60,2.5,2,45.27,29.8,10,32,300,37,6.62,0.87,0.93,1,1,300,10.5,0.024,0.024,1,1,1e+05,1e+05,15,52.5,0,98.7751,45.2,145344.2682,0.1286,0.1058,339.435,1500,10,17,0.0811666666666667,600,30,60
"1.317",0.137,0.0028,0.002,0.0036,4.1777,0.003,0.001774,0.0032,0.0036,0.0023,0.00023,3.08e-05,0.004331,0.8439,4.716e-08,0.001333,1.837,34804.0525,336.4,3.28,0,6.62,863,0,0.024,0,0.000667,0.5824,0.5824,3.17e-05,14.99,194.4,0.3836,1.819,0.03198,0.008275,0.05591,0.03255,0.02272,9,86.11,0.0125,0.0708333333333333,0.32,1.32,0.000666666666666667,-0.000833333333333333,38.68,0.00266666666666667,-0.00333333333333333,1.323,1,4.22625,0.66,0.06319,1,-30,60,40,4.5,40,20,17,11,95,10,0.588,0.9239,1.738,18,12.3,0.8352,3.67,45,29.27,7,60,2.5,2,45.27,29.8,10,32,300,37,6.62,0.87,0.93,1,1,300,10.5,0.024,0.024,1,1,1e+05,1e+05,15,52.5,0,122.972,45.2,118545.0969,0.1286,0.1058,339.435,1500,10,17,0.0811666666666667,600,30,60
"1.318",0.1277,0.0042,0.002,0.0047,5.9447,0.003,0.001774,0.0032,0.0036,0.0023,0.00023,3.08e-05,0.004331,0.8439,4.716e-08,0.001333,1.837,41541.976,336.4,3.28,0,6.62,863,0,0.024,0,0.000667,0.5824,0.5824,3.17e-05,14.99,194.4,0.3836,1.819,0.03198,0.008275,0.05591,0.03255,0.02272,9,86.11,0.0125,0.0708333333333333,0.32,1.32,0.000666666666666667,-0.000833333333333333,38.68,0.00266666666666667,-0.00333333333333333,1.323,1,4.22625,0.66,0.06319,1,-30,60,40,4.5,40,20,17,11,95,10,0.588,0.9239,1.738,18,12.3,0.8352,3.67,45,29.27,7,60,2.5,2,45.27,29.8,10,32,300,37,6.62,0.87,0.93,1,1,300,10.5,0.024,0.024,1,1,1e+05,1e+05,15,52.5,0,89.5461,45.2,60893.0141,0.1286,0.1058,339.435,1500,10,17,0.0811666666666667,600,30,60
"1.319",0.1859,0.0047,0.002,0.0037,5.4767,0.003,0.001774,0.0032,0.0036,0.0023,0.00023,3.08e-05,0.004331,0.8439,4.716e-08,0.001333,1.837,39445.2142,336.4,3.28,0,6.62,863,0,0.024,0,0.000667,0.5824,0.5824,3.17e-05,14.99,194.4,0.3836,1.819,0.03198,0.008275,0.05591,0.03255,0.02272,9,86.11,0.0125,0.0708333333333333,0.32,1.32,0.000666666666666667,-0.000833333333333333,38.68,0.00266666666666667,-0.00333333333333333,1.323,1,4.22625,0.66,0.06319,1,-30,60,40,4.5,40,20,17,11,95,10,0.588,0.9239,1.738,18,12.3,0.8352,3.67,45,29.27,7,60,2.5,2,45.27,29.8,10,32,300,37,6.62,0.87,0.93,1,1,300,10.5,0.024,0.024,1,1,1e+05,1e+05,15,52.5,0,72.4073,45.2,120992.4271,0.1286,0.1058,339.435,1500,10,17,0.0811666666666667,600,30,60
"1.320",0.1126,0.0028,0.002,0.0025,5.3555,0.003,0.001774,0.0032,0.0036,0.0023,0.00023,3.08e-05,0.004331,0.8439,4.716e-08,0.001333,1.837,48115.0009,336.4,3.28,0,6.62,863,0,0.024,0,0.000667,0.5824,0.5824,3.17e-05,14.99,194.4,0.3836,1.819,0.03198,0.008275,0.05591,0.03255,0.02272,9,86.11,0.0125,0.0708333333333333,0.32,1.32,0.000666666666666667,-0.000833333333333333,38.68,0.00266666666666667,-0.00333333333333333,1.323,1,4.22625,0.66,0.06319,1,-30,60,40,4.5,40,20,17,11,95,10,0.588,0.9239,1.738,18,12.3,0.8352,3.67,45,29.27,7,60,2.5,2,45.27,29.8,10,32,300,37,6.62,0.87,0.93,1,1,300,10.5,0.024,0.024,1,1,1e+05,1e+05,15,52.5,0,60.7006,45.2,108965.8214,0.1286,0.1058,339.435,1500,10,17,0.0811666666666667,600,30,60
"1.321",0.1911,0.0029,0.002,0.0029,6.9722,0.003,0.001774,0.0032,0.0036,0.0023,0.00023,3.08e-05,0.004331,0.8439,4.716e-08,0.001333,1.837,38095.9787,336.4,3.28,0,6.62,863,0,0.024,0,0.000667,0.5824,0.5824,3.17e-05,14.99,194.4,0.3836,1.819,0.03198,0.008275,0.05591,0.03255,0.02272,9,86.11,0.0125,0.0708333333333333,0.32,1.32,0.000666666666666667,-0.000833333333333333,38.68,0.00266666666666667,-0.00333333333333333,1.323,1,4.22625,0.66,0.06319,1,-30,60,40,4.5,40,20,17,11,95,10,0.588,0.9239,1.738,18,12.3,0.8352,3.67,45,29.27,7,60,2.5,2,45.27,29.8,10,32,300,37,6.62,0.87,0.93,1,1,300,10.5,0.024,0.024,1,1,1e+05,1e+05,15,52.5,0,81.0634,45.2,109883.7556,0.1286,0.1058,339.435,1500,10,17,0.0811666666666667,600,30,60
"1.322",0.1629,0.0026,0.002,0.0045,4.1114,0.003,0.001774,0.0032,0.0036,0.0023,0.00023,3.08e-05,0.004331,0.8439,4.716e-08,0.001333,1.837,26847.3341,336.4,3.28,0,6.62,863,0,0.024,0,0.000667,0.5824,0.5824,3.17e-05,14.99,194.4,0.3836,1.819,0.03198,0.008275,0.05591,0.03255,0.02272,9,86.11,0.0125,0.0708333333333333,0.32,1.32,0.000666666666666667,-0.000833333333333333,38.68,0.00266666666666667,-0.00333333333333333,1.323,1,4.22625,0.66,0.06319,1,-30,60,40,4.5,40,20,17,11,95,10,0.588,0.9239,1.738,18,12.3,0.8352,3.67,45,29.27,7,60,2.5,2,45.27,29.8,10,32,300,37,6.62,0.87,0.93,1,1,300,10.5,0.024,0.024,1,1,1e+05,1e+05,15,52.5,0,53.1392,45.2,127253.0414,0.1286,0.1058,339.435,1500,10,17,0.0811666666666667,600,30,60
"1.323",0.1504,0.0036,0.002,0.0059,5.8262,0.003,0.001774,0.0032,0.0036,0.0023,0.00023,3.08e-05,0.004331,0.8439,4.716e-08,0.001333,1.837,29102.5128,336.4,3.28,0,6.62,863,0,0.024,0,0.000667,0.5824,0.5824,3.17e-05,14.99,194.4,0.3836,1.819,0.03198,0.008275,0.05591,0.03255,0.02272,9,86.11,0.0125,0.0708333333333333,0.32,1.32,0.000666666666666667,-0.000833333333333333,38.68,0.00266666666666667,-0.00333333333333333,1.323,1,4.22625,0.66,0.06319,1,-30,60,40,4.5,40,20,17,11,95,10,0.588,0.9239,1.738,18,12.3,0.8352,3.67,45,29.27,7,60,2.5,2,45.27,29.8,10,32,300,37,6.62,0.87,0.93,1,1,300,10.5,0.024,0.024,1,1,1e+05,1e+05,15,52.5,0,67.4452,45.2,101788.2063,0.1286,0.1058,339.435,1500,10,17,0.0811666666666667,600,30,60
"1.324",0.1608,0.0038,0.002,0.0049,3.3841,0.003,0.001774,0.0032,0.0036,0.0023,0.00023,3.08e-05,0.004331,0.8439,4.716e-08,0.001333,1.837,53116.2424,336.4,3.28,0,6.62,863,0,0.024,0,0.000667,0.5824,0.5824,3.17e-05,14.99,194.4,0.3836,1.819,0.03198,0.008275,0.05591,0.03255,0.02272,9,86.11,0.0125,0.0708333333333333,0.32,1.32,0.000666666666666667,-0.000833333333333333,38.68,0.00266666666666667,-0.00333333333333333,1.323,1,4.22625,0.66,0.06319,1,-30,60,40,4.5,40,20,17,11,95,10,0.588,0.9239,1.738,18,12.3,0.8352,3.67,45,29.27,7,60,2.5,2,45.27,29.8,10,32,300,37,6.62,0.87,0.93,1,1,300,10.5,0.024,0.024,1,1,1e+05,1e+05,15,52.5,0,67.0309,45.2,145302.4078,0.1286,0.1058,339.435,1500,10,17,0.0811666666666667,600,30,60
"1.325",0.2841,0.0035,0.002,0.0031,4.5564,0.003,0.001774,0.0032,0.0036,0.0023,0.00023,3.08e-05,0.004331,0.8439,4.716e-08,0.001333,1.837,58814.5931,336.4,3.28,0,6.62,863,0,0.024,0,0.000667,0.5824,0.5824,3.17e-05,14.99,194.4,0.3836,1.819,0.03198,0.008275,0.05591,0.03255,0.02272,9,86.11,0.0125,0.0708333333333333,0.32,1.32,0.000666666666666667,-0.000833333333333333,38.68,0.00266666666666667,-0.00333333333333333,1.323,1,4.22625,0.66,0.06319,1,-30,60,40,4.5,40,20,17,11,95,10,0.588,0.9239,1.738,18,12.3,0.8352,3.67,45,29.27,7,60,2.5,2,45.27,29.8,10,32,300,37,6.62,0.87,0.93,1,1,300,10.5,0.024,0.024,1,1,1e+05,1e+05,15,52.5,0,96.8469,45.2,104078.3678,0.1286,0.1058,339.435,1500,10,17,0.0811666666666667,600,30,60
"1.326",0.172,0.004,0.002,0.0045,6.5981,0.003,0.001774,0.0032,0.0036,0.0023,0.00023,3.08e-05,0.004331,0.8439,4.716e-08,0.001333,1.837,37771.6055,336.4,3.28,0,6.62,863,0,0.024,0,0.000667,0.5824,0.5824,3.17e-05,14.99,194.4,0.3836,1.819,0.03198,0.008275,0.05591,0.03255,0.02272,9,86.11,0.0125,0.0708333333333333,0.32,1.32,0.000666666666666667,-0.000833333333333333,38.68,0.00266666666666667,-0.00333333333333333,1.323,1,4.22625,0.66,0.06319,1,-30,60,40,4.5,40,20,17,11,95,10,0.588,0.9239,1.738,18,12.3,0.8352,3.67,45,29.27,7,60,2.5,2,45.27,29.8,10,32,300,37,6.62,0.87,0.93,1,1,300,10.5,0.024,0.024,1,1,1e+05,1e+05,15,52.5,0,122.0162,45.2,98786.3855,0.1286,0.1058,339.435,1500,10,17,0.0811666666666667,600,30,60
"1.327",0.213,0.0045,0.002,0.0017,4.8676,0.003,0.001774,0.0032,0.0036,0.0023,0.00023,3.08e-05,0.004331,0.8439,4.716e-08,0.001333,1.837,24679.3068,336.4,3.28,0,6.62,863,0,0.024,0,0.000667,0.5824,0.5824,3.17e-05,14.99,194.4,0.3836,1.819,0.03198,0.008275,0.05591,0.03255,0.02272,9,86.11,0.0125,0.0708333333333333,0.32,1.32,0.000666666666666667,-0.000833333333333333,38.68,0.00266666666666667,-0.00333333333333333,1.323,1,4.22625,0.66,0.06319,1,-30,60,40,4.5,40,20,17,11,95,10,0.588,0.9239,1.738,18,12.3,0.8352,3.67,45,29.27,7,60,2.5,2,45.27,29.8,10,32,300,37,6.62,0.87,0.93,1,1,300,10.5,0.024,0.024,1,1,1e+05,1e+05,15,52.5,0,79.0171,45.2,158715.9016,0.1286,0.1058,339.435,1500,10,17,0.0811666666666667,600,30,60
"1.328",0.1807,0.0035,0.002,0.0032,5.0619,0.003,0.001774,0.0032,0.0036,0.0023,0.00023,3.08e-05,0.004331,0.8439,4.716e-08,0.001333,1.837,32373.2441,336.4,3.28,0,6.62,863,0,0.024,0,0.000667,0.5824,0.5824,3.17e-05,14.99,194.4,0.3836,1.819,0.03198,0.008275,0.05591,0.03255,0.02272,9,86.11,0.0125,0.0708333333333333,0.32,1.32,0.000666666666666667,-0.000833333333333333,38.68,0.00266666666666667,-0.00333333333333333,1.323,1,4.22625,0.66,0.06319,1,-30,60,40,4.5,40,20,17,11,95,10,0.588,0.9239,1.738,18,12.3,0.8352,3.67,45,29.27,7,60,2.5,2,45.27,29.8,10,32,300,37,6.62,0.87,0.93,1,1,300,10.5,0.024,0.024,1,1,1e+05,1e+05,15,52.5,0,146.5428,45.2,107332.5509,0.1286,0.1058,339.435,1500,10,17,0.0811666666666667,600,30,60
"1.329",0.1477,0.005,0.002,0.0032,4.9487,0.003,0.001774,0.0032,0.0036,0.0023,0.00023,3.08e-05,0.004331,0.8439,4.716e-08,0.001333,1.837,43245.9712,336.4,3.28,0,6.62,863,0,0.024,0,0.000667,0.5824,0.5824,3.17e-05,14.99,194.4,0.3836,1.819,0.03198,0.008275,0.05591,0.03255,0.02272,9,86.11,0.0125,0.0708333333333333,0.32,1.32,0.000666666666666667,-0.000833333333333333,38.68,0.00266666666666667,-0.00333333333333333,1.323,1,4.22625,0.66,0.06319,1,-30,60,40,4.5,40,20,17,11,95,10,0.588,0.9239,1.738,18,12.3,0.8352,3.67,45,29.27,7,60,2.5,2,45.27,29.8,10,32,300,37,6.62,0.87,0.93,1,1,300,10.5,0.024,0.024,1,1,1e+05,1e+05,15,52.5,0,76.2462,45.2,71983.6449,0.1286,0.1058,339.435,1500,10,17,0.0811666666666667,600,30,60
"1.330",0.1074,0.004,0.002,0.0035,5.5006,0.003,0.001774,0.0032,0.0036,0.0023,0.00023,3.08e-05,0.004331,0.8439,4.716e-08,0.001333,1.837,32377.9275,336.4,3.28,0,6.62,863,0,0.024,0,0.000667,0.5824,0.5824,3.17e-05,14.99,194.4,0.3836,1.819,0.03198,0.008275,0.05591,0.03255,0.02272,9,86.11,0.0125,0.0708333333333333,0.32,1.32,0.000666666666666667,-0.000833333333333333,38.68,0.00266666666666667,-0.00333333333333333,1.323,1,4.22625,0.66,0.06319,1,-30,60,40,4.5,40,20,17,11,95,10,0.588,0.9239,1.738,18,12.3,0.8352,3.67,45,29.27,7,60,2.5,2,45.27,29.8,10,32,300,37,6.62,0.87,0.93,1,1,300,10.5,0.024,0.024,1,1,1e+05,1e+05,15,52.5,0,56.7262,45.2,99061.8669,0.1286,0.1058,339.435,1500,10,17,0.0811666666666667,600,30,60
"1.331",0.2064,0.0035,0.002,0.0042,8.4114,0.003,0.001774,0.0032,0.0036,0.0023,0.00023,3.08e-05,0.004331,0.8439,4.716e-08,0.001333,1.837,37672.8205,336.4,3.28,0,6.62,863,0,0.024,0,0.000667,0.5824,0.5824,3.17e-05,14.99,194.4,0.3836,1.819,0.03198,0.008275,0.05591,0.03255,0.02272,9,86.11,0.0125,0.0708333333333333,0.32,1.32,0.000666666666666667,-0.000833333333333333,38.68,0.00266666666666667,-0.00333333333333333,1.323,1,4.22625,0.66,0.06319,1,-30,60,40,4.5,40,20,17,11,95,10,0.588,0.9239,1.738,18,12.3,0.8352,3.67,45,29.27,7,60,2.5,2,45.27,29.8,10,32,300,37,6.62,0.87,0.93,1,1,300,10.5,0.024,0.024,1,1,1e+05,1e+05,15,52.5,0,72.3258,45.2,118555.5514,0.1286,0.1058,339.435,1500,10,17,0.0811666666666667,600,30,60
"1.332",0.1648,0.0045,0.002,0.0039,10.8669,0.003,0.001774,0.0032,0.0036,0.0023,0.00023,3.08e-05,0.004331,0.8439,4.716e-08,0.001333,1.837,40730.2789,336.4,3.28,0,6.62,863,0,0.024,0,0.000667,0.5824,0.5824,3.17e-05,14.99,194.4,0.3836,1.819,0.03198,0.008275,0.05591,0.03255,0.02272,9,86.11,0.0125,0.0708333333333333,0.32,1.32,0.000666666666666667,-0.000833333333333333,38.68,0.00266666666666667,-0.00333333333333333,1.323,1,4.22625,0.66,0.06319,1,-30,60,40,4.5,40,20,17,11,95,10,0.588,0.9239,1.738,18,12.3,0.8352,3.67,45,29.27,7,60,2.5,2,45.27,29.8,10,32,300,37,6.62,0.87,0.93,1,1,300,10.5,0.024,0.024,1,1,1e+05,1e+05,15,52.5,0,94.6103,45.2,91368.3961,0.1286,0.1058,339.435,1500,10,17,0.0811666666666667,600,30,60
"1.333",0.1714,0.0023,0.002,0.0037,5.46,0.003,0.001774,0.0032,0.0036,0.0023,0.00023,3.08e-05,0.004331,0.8439,4.716e-08,0.001333,1.837,38372.1324,336.4,3.28,0,6.62,863,0,0.024,0,0.000667,0.5824,0.5824,3.17e-05,14.99,194.4,0.3836,1.819,0.03198,0.008275,0.05591,0.03255,0.02272,9,86.11,0.0125,0.0708333333333333,0.32,1.32,0.000666666666666667,-0.000833333333333333,38.68,0.00266666666666667,-0.00333333333333333,1.323,1,4.22625,0.66,0.06319,1,-30,60,40,4.5,40,20,17,11,95,10,0.588,0.9239,1.738,18,12.3,0.8352,3.67,45,29.27,7,60,2.5,2,45.27,29.8,10,32,300,37,6.62,0.87,0.93,1,1,300,10.5,0.024,0.024,1,1,1e+05,1e+05,15,52.5,0,74.7027,45.2,147664.917,0.1286,0.1058,339.435,1500,10,17,0.0811666666666667,600,30,60
"1.334",0.1706,0.0046,0.002,0.0042,6.868,0.003,0.001774,0.0032,0.0036,0.0023,0.00023,3.08e-05,0.004331,0.8439,4.716e-08,0.001333,1.837,35287.4356,336.4,3.28,0,6.62,863,0,0.024,0,0.000667,0.5824,0.5824,3.17e-05,14.99,194.4,0.3836,1.819,0.03198,0.008275,0.05591,0.03255,0.02272,9,86.11,0.0125,0.0708333333333333,0.32,1.32,0.000666666666666667,-0.000833333333333333,38.68,0.00266666666666667,-0.00333333333333333,1.323,1,4.22625,0.66,0.06319,1,-30,60,40,4.5,40,20,17,11,95,10,0.588,0.9239,1.738,18,12.3,0.8352,3.67,45,29.27,7,60,2.5,2,45.27,29.8,10,32,300,37,6.62,0.87,0.93,1,1,300,10.5,0.024,0.024,1,1,1e+05,1e+05,15,52.5,0,80.216,45.2,104408.134,0.1286,0.1058,339.435,1500,10,17,0.0811666666666667,600,30,60
"1.335",0.1449,0.0051,0.002,0.0042,3.2188,0.003,0.001774,0.0032,0.0036,0.0023,0.00023,3.08e-05,0.004331,0.8439,4.716e-08,0.001333,1.837,28050.2647,336.4,3.28,0,6.62,863,0,0.024,0,0.000667,0.5824,0.5824,3.17e-05,14.99,194.4,0.3836,1.819,0.03198,0.008275,0.05591,0.03255,0.02272,9,86.11,0.0125,0.0708333333333333,0.32,1.32,0.000666666666666667,-0.000833333333333333,38.68,0.00266666666666667,-0.00333333333333333,1.323,1,4.22625,0.66,0.06319,1,-30,60,40,4.5,40,20,17,11,95,10,0.588,0.9239,1.738,18,12.3,0.8352,3.67,45,29.27,7,60,2.5,2,45.27,29.8,10,32,300,37,6.62,0.87,0.93,1,1,300,10.5,0.024,0.024,1,1,1e+05,1e+05,15,52.5,0,74.9374,45.2,102503.4228,0.1286,0.1058,339.435,1500,10,17,0.0811666666666667,600,30,60
"1.336",0.1414,0.0036,0.002,0.0035,5.1557,0.003,0.001774,0.0032,0.0036,0.0023,0.00023,3.08e-05,0.004331,0.8439,4.716e-08,0.001333,1.837,36069.0085,336.4,3.28,0,6.62,863,0,0.024,0,0.000667,0.5824,0.5824,3.17e-05,14.99,194.4,0.3836,1.819,0.03198,0.008275,0.05591,0.03255,0.02272,9,86.11,0.0125,0.0708333333333333,0.32,1.32,0.000666666666666667,-0.000833333333333333,38.68,0.00266666666666667,-0.00333333333333333,1.323,1,4.22625,0.66,0.06319,1,-30,60,40,4.5,40,20,17,11,95,10,0.588,0.9239,1.738,18,12.3,0.8352,3.67,45,29.27,7,60,2.5,2,45.27,29.8,10,32,300,37,6.62,0.87,0.93,1,1,300,10.5,0.024,0.024,1,1,1e+05,1e+05,15,52.5,0,85.929,45.2,161199.3154,0.1286,0.1058,339.435,1500,10,17,0.0811666666666667,600,30,60
"1.337",0.1286,0.0036,0.002,0.0043,5.5636,0.003,0.001774,0.0032,0.0036,0.0023,0.00023,3.08e-05,0.004331,0.8439,4.716e-08,0.001333,1.837,17764.0609,336.4,3.28,0,6.62,863,0,0.024,0,0.000667,0.5824,0.5824,3.17e-05,14.99,194.4,0.3836,1.819,0.03198,0.008275,0.05591,0.03255,0.02272,9,86.11,0.0125,0.0708333333333333,0.32,1.32,0.000666666666666667,-0.000833333333333333,38.68,0.00266666666666667,-0.00333333333333333,1.323,1,4.22625,0.66,0.06319,1,-30,60,40,4.5,40,20,17,11,95,10,0.588,0.9239,1.738,18,12.3,0.8352,3.67,45,29.27,7,60,2.5,2,45.27,29.8,10,32,300,37,6.62,0.87,0.93,1,1,300,10.5,0.024,0.024,1,1,1e+05,1e+05,15,52.5,0,99.8411,45.2,106440.2765,0.1286,0.1058,339.435,1500,10,17,0.0811666666666667,600,30,60
"1.338",0.084,0.0032,0.002,0.0041,5.8447,0.003,0.001774,0.0032,0.0036,0.0023,0.00023,3.08e-05,0.004331,0.8439,4.716e-08,0.001333,1.837,29070.8435,336.4,3.28,0,6.62,863,0,0.024,0,0.000667,0.5824,0.5824,3.17e-05,14.99,194.4,0.3836,1.819,0.03198,0.008275,0.05591,0.03255,0.02272,9,86.11,0.0125,0.0708333333333333,0.32,1.32,0.000666666666666667,-0.000833333333333333,38.68,0.00266666666666667,-0.00333333333333333,1.323,1,4.22625,0.66,0.06319,1,-30,60,40,4.5,40,20,17,11,95,10,0.588,0.9239,1.738,18,12.3,0.8352,3.67,45,29.27,7,60,2.5,2,45.27,29.8,10,32,300,37,6.62,0.87,0.93,1,1,300,10.5,0.024,0.024,1,1,1e+05,1e+05,15,52.5,0,65.0913,45.2,87916.441,0.1286,0.1058,339.435,1500,10,17,0.0811666666666667,600,30,60
"1.339",0.1029,0.0037,0.002,0.003,5.8999,0.003,0.001774,0.0032,0.0036,0.0023,0.00023,3.08e-05,0.004331,0.8439,4.716e-08,0.001333,1.837,47622.7664,336.4,3.28,0,6.62,863,0,0.024,0,0.000667,0.5824,0.5824,3.17e-05,14.99,194.4,0.3836,1.819,0.03198,0.008275,0.05591,0.03255,0.02272,9,86.11,0.0125,0.0708333333333333,0.32,1.32,0.000666666666666667,-0.000833333333333333,38.68,0.00266666666666667,-0.00333333333333333,1.323,1,4.22625,0.66,0.06319,1,-30,60,40,4.5,40,20,17,11,95,10,0.588,0.9239,1.738,18,12.3,0.8352,3.67,45,29.27,7,60,2.5,2,45.27,29.8,10,32,300,37,6.62,0.87,0.93,1,1,300,10.5,0.024,0.024,1,1,1e+05,1e+05,15,52.5,0,96.2449,45.2,106084.7638,0.1286,0.1058,339.435,1500,10,17,0.0811666666666667,600,30,60
"1.340",0.2373,0.0037,0.002,0.002,6.2254,0.003,0.001774,0.0032,0.0036,0.0023,0.00023,3.08e-05,0.004331,0.8439,4.716e-08,0.001333,1.837,48395.4318,336.4,3.28,0,6.62,863,0,0.024,0,0.000667,0.5824,0.5824,3.17e-05,14.99,194.4,0.3836,1.819,0.03198,0.008275,0.05591,0.03255,0.02272,9,86.11,0.0125,0.0708333333333333,0.32,1.32,0.000666666666666667,-0.000833333333333333,38.68,0.00266666666666667,-0.00333333333333333,1.323,1,4.22625,0.66,0.06319,1,-30,60,40,4.5,40,20,17,11,95,10,0.588,0.9239,1.738,18,12.3,0.8352,3.67,45,29.27,7,60,2.5,2,45.27,29.8,10,32,300,37,6.62,0.87,0.93,1,1,300,10.5,0.024,0.024,1,1,1e+05,1e+05,15,52.5,0,82.872,45.2,104314.2603,0.1286,0.1058,339.435,1500,10,17,0.0811666666666667,600,30,60
"1.341",0.0847,0.0034,0.002,0.0027,5.4058,0.003,0.001774,0.0032,0.0036,0.0023,0.00023,3.08e-05,0.004331,0.8439,4.716e-08,0.001333,1.837,40564.2595,336.4,3.28,0,6.62,863,0,0.024,0,0.000667,0.5824,0.5824,3.17e-05,14.99,194.4,0.3836,1.819,0.03198,0.008275,0.05591,0.03255,0.02272,9,86.11,0.0125,0.0708333333333333,0.32,1.32,0.000666666666666667,-0.000833333333333333,38.68,0.00266666666666667,-0.00333333333333333,1.323,1,4.22625,0.66,0.06319,1,-30,60,40,4.5,40,20,17,11,95,10,0.588,0.9239,1.738,18,12.3,0.8352,3.67,45,29.27,7,60,2.5,2,45.27,29.8,10,32,300,37,6.62,0.87,0.93,1,1,300,10.5,0.024,0.024,1,1,1e+05,1e+05,15,52.5,0,84.7342,45.2,102579.9685,0.1286,0.1058,339.435,1500,10,17,0.0811666666666667,600,30,60
"1.342",0.1687,0.0038,0.002,0.0025,5.7295,0.003,0.001774,0.0032,0.0036,0.0023,0.00023,3.08e-05,0.004331,0.8439,4.716e-08,0.001333,1.837,29090.3688,336.4,3.28,0,6.62,863,0,0.024,0,0.000667,0.5824,0.5824,3.17e-05,14.99,194.4,0.3836,1.819,0.03198,0.008275,0.05591,0.03255,0.02272,9,86.11,0.0125,0.0708333333333333,0.32,1.32,0.000666666666666667,-0.000833333333333333,38.68,0.00266666666666667,-0.00333333333333333,1.323,1,4.22625,0.66,0.06319,1,-30,60,40,4.5,40,20,17,11,95,10,0.588,0.9239,1.738,18,12.3,0.8352,3.67,45,29.27,7,60,2.5,2,45.27,29.8,10,32,300,37,6.62,0.87,0.93,1,1,300,10.5,0.024,0.024,1,1,1e+05,1e+05,15,52.5,0,52.777,45.2,101034.4163,0.1286,0.1058,339.435,1500,10,17,0.0811666666666667,600,30,60
