A1,B1,n
7.822e-05,0.03325,0.9557
0.0002392,0.04594,0.825
0.0003388,0.03157,0.7319
0.0001886,0.05198,0.8647
0.0002766,0.05758,0.8262
0.0002163,0.07105,0.8708
0.0001513,0.03566,0.879
0.0001362,0.03048,0.863
9.078e-05,0.02811,0.924
0.0002895,0.04751,0.8025
9.78e-05,0.02686,0.8958
0.0001822,0.05196,0.8685
9.848e-05,0.04028,0.9332
0.0001639,0.05315,0.8916
0.0002745,0.03931,0.7858
0.0001697,0.04004,0.858
0.0003712,0.07335,0.8033
0.000188,0.04055,0.8559
0.0001167,0.04143,0.9073
0.0001661,0.03898,0.8569
0.0002234,0.03981,0.8175
0.0001613,0.03515,0.8607
0.0001928,0.03257,0.8308
0.0001153,0.03511,0.9
0.0002694,0.04173,0.7871
0.000173,0.04028,0.8543
0.0002772,0.03898,0.7888
0.0001497,0.04571,0.8825
0.0001854,0.03175,0.8338
0.0002147,0.03736,0.811
0.0002185,0.04804,0.846
0.0001211,0.04088,0.911
0.0003018,0.07925,0.8525
0.0001899,0.0337,0.8274
0.0001184,0.03897,0.8984
0.0001392,0.02299,0.8411
0.0001921,0.06309,0.8836
0.0002929,0.04811,0.8034
9.589e-05,0.03312,0.9256
0.000177,0.04099,0.8545
0.000262,0.03746,0.7771
0.0002445,0.08109,0.8784
0.0002182,0.05332,0.8514
0.0001416,0.03187,0.8655
0.0001512,0.04432,0.881
0.000107,0.03255,0.9068
0.0002779,0.03386,0.7692
0.0001243,0.04145,0.9081
0.0002524,0.04795,0.8258
0.0001141,0.03254,0.8944
0.0001881,0.04681,0.8595
0.00016,0.03258,0.8536
0.0001791,0.03418,0.8328
0.0001248,0.04114,0.9038
0.000214,0.04878,0.8436
0.0002178,0.03995,0.8143
9.616e-05,0.03178,0.9275
6.813e-05,0.02919,0.9433
0.0001931,0.04176,0.8426
0.000167,0.06231,0.8882
0.0001459,0.04899,0.8944
0.0001794,0.03215,0.8181
0.0001229,0.03328,0.8782
0.0002287,0.05636,0.8471
8.253e-05,0.02592,0.9247
0.000172,0.04191,0.8652
0.0001322,0.0286,0.8642
0.0002426,0.04838,0.8243
0.0002364,0.04927,0.8432
7.375e-05,0.03194,0.9562
0.0001479,0.04055,0.8784
0.0001491,0.041,0.8888
8.569e-05,0.03984,0.9487
0.0001437,0.03314,0.8557
0.0002205,0.03809,0.8122
0.0001031,0.04035,0.9295
8.559e-05,0.03368,0.945
0.0002529,0.04061,0.7981
0.0001343,0.02759,0.8582
7.432e-05,0.04074,0.979
8.307e-05,0.03496,0.9439
0.0002535,0.05066,0.8184
0.0002606,0.06587,0.8478
0.0001519,0.03939,0.8775
0.0001171,0.03543,0.8976
0.0002267,0.05237,0.8414
0.0001585,0.03834,0.8595
0.0002543,0.05239,0.8217
0.0002768,0.06274,0.8271
0.0002364,0.05101,0.8242
0.000136,0.03265,0.8707
0.0002675,0.05077,0.8165
0.0002011,0.06695,0.8787
0.0001551,0.04204,0.8704
8.087e-05,0.04054,0.9577
0.0001973,0.0508,0.8599
9.877e-05,0.04365,0.9424
0.0002083,0.02165,0.7675
8.126e-05,0.04177,0.9578
0.0001869,0.02807,0.8126
0.0002386,0.04641,0.8159
0.0002239,0.05151,0.8502
0.0001325,0.04839,0.9
0.0001367,0.04251,0.8939
0.0001302,0.04582,0.9156
0.0001759,0.04922,0.8706
0.0001906,0.02849,0.8099
0.0002228,0.04794,0.8246
0.0001259,0.03237,0.8742
0.0001802,0.0414,0.8575
0.0001924,0.04221,0.8484
9.438e-05,0.0348,0.9255
0.0002448,0.0473,0.8246
8.95e-05,0.02694,0.9125
0.0002015,0.05096,0.8528
0.0001069,0.04014,0.9287
0.0001655,0.03922,0.8471
0.0001814,0.03913,0.8394
0.0002498,0.04356,0.8046
0.0002307,0.04501,0.8298
7.169e-05,0.04046,0.9667
0.000224,0.04847,0.8144
0.0001186,0.03936,0.9048
0.0002451,0.03986,0.8078
0.0001985,0.04607,0.8596
0.0002189,0.04569,0.827
0.0001588,0.02888,0.8281
8.531e-05,0.04117,0.9624
0.0001229,0.02749,0.8691
0.0001568,0.04685,0.8813
5.959e-05,0.02345,0.9634
0.0002226,0.04106,0.8076
0.0001679,0.05074,0.8725
0.0001714,0.04847,0.8641
0.000216,0.03604,0.8188
0.0001549,0.03242,0.8448
0.0002123,0.04955,0.8384
0.0001796,0.04056,0.8628
0.0001483,0.03696,0.8755
0.0001985,0.03786,0.8414
0.0001485,0.02657,0.8362
0.0003241,0.0614,0.8001
0.0001544,0.03309,0.8495
0.0002729,0.05836,0.8296
9.26e-05,0.03069,0.9291
0.0002438,0.05431,0.83
0.000198,0.03645,0.8305
9.907e-05,0.03401,0.919
0.0001249,0.04141,0.9076
0.0002212,0.04346,0.8284
0.0001582,0.04328,0.8603
0.0001463,0.04079,0.8769
8.588e-05,0.03274,0.9311
0.0002035,0.04196,0.835
0.0002717,0.05707,0.8187
0.0001607,0.03914,0.8506
0.0002241,0.04682,0.8292
0.0001407,0.03101,0.86
0.000264,0.05007,0.8173
0.0002247,0.03944,0.8144
0.000186,0.03054,0.8182
9.642e-05,0.03241,0.9179
0.0002287,0.04133,0.828
0.0001146,0.03973,0.9179
0.0001196,0.03508,0.8843
0.0001116,0.03886,0.9048
0.0002176,0.05455,0.8526
0.0001316,0.03604,0.8822
0.000335,0.04735,0.7752
0.0001585,0.03423,0.8527
0.0001862,0.03701,0.8402
0.0001051,0.0358,0.9258
0.0001951,0.03258,0.811
0.0001403,0.03708,0.8881
0.0001257,0.03186,0.8805
0.00021,0.03789,0.8238
0.0002376,0.0523,0.8291
0.0004747,0.04924,0.7351
0.0002903,0.06369,0.8261
0.0001349,0.03554,0.8803
0.0002347,0.04086,0.8145
0.0002799,0.04727,0.8086
0.0001327,0.03681,0.8773
0.0003116,0.0609,0.8005
0.0002182,0.06652,0.8715
0.0001408,0.02727,0.8433
0.0001613,0.04016,0.8659
9.191e-05,0.03427,0.9272
0.0003082,0.03199,0.7476
0.0001997,0.04009,0.8416
0.0001315,0.03265,0.8791
0.0001864,0.04848,0.8583
0.0002022,0.04129,0.8495
0.0001314,0.02807,0.8662
7.643e-05,0.02726,0.9513
0.0001409,0.04887,0.8956
0.0001844,0.05925,0.8871
0.0002161,0.04189,0.8133
0.0002182,0.03987,0.8142
0.0003359,0.04821,0.7751
0.0001893,0.03748,0.8348
0.0001535,0.0349,0.8526
0.0002152,0.05723,0.8511
7.253e-05,0.02927,0.9512
0.0001135,0.03324,0.8974
0.0002143,0.0382,0.827
0.0002792,0.04169,0.7824
0.0001696,0.03691,0.8512
0.0002157,0.04911,0.8455
0.0002057,0.04748,0.8568
0.0001242,0.0277,0.8764
0.0001806,0.04441,0.8571
0.0002427,0.05176,0.8307
8.512e-05,0.03289,0.9335
0.0001312,0.03763,0.8796
0.0002363,0.04904,0.8278
0.000213,0.05052,0.8302
0.000156,0.03479,0.852
0.0002136,0.04175,0.8175
0.0001513,0.04322,0.8834
0.0001133,0.03864,0.9093
4.21e-05,0.02765,1.018
0.0002185,0.06622,0.8717
4.579e-05,0.0265,1.003
5.068e-05,0.03715,1.011
0.0001775,0.0428,0.8541
0.0001018,0.02587,0.8954
0.0001329,0.05716,0.9332
0.0003211,0.05926,0.8043
0.0001349,0.03256,0.8738
0.0001843,0.05635,0.8912
4.734e-05,0.03275,1.021
0.0002459,0.04094,0.8031
0.0001849,0.02538,0.8071
0.0001954,0.03188,0.8175
0.0002968,0.05498,0.8146
0.0002568,0.04514,0.8042
0.0001985,0.03986,0.8441
0.0001989,0.06346,0.8727
0.0001996,0.03184,0.8194
0.000215,0.04531,0.8244
0.000201,0.02561,0.8081
0.0001882,0.04938,0.8645
0.0001092,0.03245,0.9019
0.0001249,0.04039,0.904
