Kon,Koff,n
1.182e-05,0.002155,0.6596
5.647e-06,0.001827,0.7363
4.268e-06,0.00243,0.8065
5.056e-06,0.002314,0.7684
3.308e-06,0.002245,0.8311
1.868e-05,0.002045,0.5797
4.046e-06,0.002112,0.8127
6.037e-06,0.002336,0.7619
8.41e-06,0.002178,0.706
2.655e-05,0.001835,0.5247
3.77e-06,0.002634,0.8353
2.467e-05,0.002331,0.5522
2.431e-06,0.002046,0.8774
8.023e-06,0.00192,0.6969
1.001e-05,0.002234,0.6845
7.861e-06,0.002066,0.7187
6.09e-06,0.002021,0.7401
6.358e-06,0.002222,0.7311
8.51e-06,0.002052,0.6957
7.797e-06,0.00222,0.7127
7.389e-06,0.002663,0.7437
1.983e-05,0.002578,0.591
1.901e-05,0.002354,0.6017
5.466e-06,0.001945,0.7579
2.53e-06,0.00235,0.8846
3.449e-05,0.002245,0.5
9.491e-06,0.001985,0.6693
4.152e-06,0.002323,0.8053
1.259e-05,0.001917,0.6262
9.394e-06,0.001949,0.6677
3.999e-06,0.001692,0.7756
1.365e-05,0.001987,0.6271
8.991e-06,0.002112,0.6939
2.406e-05,0.002619,0.5636
1.048e-05,0.002399,0.6896
1e-06,0.002105,0.9991
1.741e-05,0.002125,0.583
1.8e-05,0.002064,0.5758
5.225e-06,0.001833,0.7453
1.115e-05,0.00164,0.6423
1.383e-05,0.001977,0.6207
6.211e-06,0.002029,0.7469
6.021e-06,0.002332,0.7555
2.87e-05,0.002283,0.5429
9.45e-06,0.002024,0.6875
3.287e-05,0.002217,0.5097
1.107e-05,0.002069,0.6583
5.636e-06,0.002071,0.7473
2.863e-06,0.002161,0.8497
1.521e-05,0.002172,0.6181
5.844e-06,0.001907,0.7466
2.375e-06,0.002093,0.8846
1.25e-05,0.001879,0.6361
8.114e-06,0.001972,0.704
3.267e-05,0.002277,0.5
2.907e-06,0.001755,0.8405
6.266e-06,0.001891,0.7361
5.377e-06,0.002139,0.7616
3.376e-05,0.002157,0.5
8.958e-06,0.002209,0.6943
3.804e-06,0.00212,0.8195
7.11e-06,0.002058,0.7181
1.602e-05,0.002108,0.6099
1.031e-05,0.002301,0.6753
1.246e-05,0.001731,0.6206
6.058e-06,0.002037,0.7456
1.669e-05,0.001888,0.5977
9.608e-06,0.001675,0.6588
8.516e-06,0.002509,0.7233
1.24e-05,0.002471,0.6593
4.572e-06,0.001966,0.7818
3.605e-06,0.001875,0.8086
1.767e-05,0.001821,0.5812
1.061e-05,0.002231,0.678
6.436e-06,0.002388,0.7567
6.325e-06,0.00249,0.7569
7.611e-06,0.002493,0.7389
3.736e-06,0.002423,0.8364
1.539e-05,0.002068,0.6084
4.371e-06,0.002472,0.8052
1.187e-05,0.002408,0.6579
1.026e-05,0.002066,0.673
1.538e-05,0.002104,0.6212
6.09e-06,0.001606,0.7148
3.633e-06,0.001938,0.8063
1.183e-05,0.001847,0.624
8.174e-06,0.001787,0.6878
7.09e-06,0.002017,0.7154
2.673e-05,0.001634,0.5
1.901e-05,0.001654,0.5523
8.962e-06,0.002851,0.7222
2.999e-06,0.002019,0.8506
1.091e-05,0.002244,0.6635
8.111e-06,0.002345,0.7199
6.985e-06,0.00174,0.7077
3.283e-06,0.002026,0.8202
1.133e-05,0.001708,0.6339
5.368e-06,0.002248,0.7726
4.082e-06,0.002019,0.7937
1.258e-05,0.002215,0.6434
2.175e-05,0.002446,0.5959
6.406e-06,0.002502,0.758
1.677e-05,0.002018,0.5897
4.404e-06,0.001968,0.7879
2.37e-05,0.00232,0.5629
3.606e-06,0.001771,0.7998
4.081e-06,0.002088,0.8106
1.537e-05,0.002102,0.6172
2.599e-06,0.001851,0.8624
1.832e-05,0.001962,0.5845
3.757e-06,0.002162,0.8158
1.718e-05,0.002264,0.5961
2.844e-05,0.002053,0.531
1.039e-05,0.001796,0.6596
1.757e-05,0.002148,0.5939
3.145e-06,0.001893,0.8297
2.885e-05,0.002421,0.5343
1.486e-05,0.00212,0.6201
9.134e-06,0.001788,0.6686
1.09e-05,0.002237,0.67
4.073e-06,0.002077,0.8017
1.06e-05,0.002106,0.6803
7.841e-06,0.002418,0.7247
7.064e-06,0.001829,0.7029
1.603e-06,0.002046,0.9262
8.592e-06,0.001976,0.6895
1.429e-05,0.002082,0.6184
2.679e-06,0.002602,0.8785
3.229e-06,0.001876,0.8233
5.566e-06,0.00203,0.7588
1.32e-05,0.002236,0.6471
1.678e-05,0.001981,0.6053
1.073e-05,0.002514,0.6772
6.924e-06,0.00189,0.705
7.554e-06,0.00217,0.7166
1.035e-05,0.001726,0.647
1.788e-05,0.002052,0.5922
1.473e-05,0.002159,0.6169
7.919e-06,0.00229,0.7091
6.44e-06,0.002286,0.7465
4.886e-06,0.002059,0.7735
5.166e-06,0.00202,0.7756
1.304e-05,0.00212,0.6382
2.796e-06,0.002218,0.869
6.094e-06,0.002041,0.7487
9.361e-06,0.002083,0.6907
9.122e-06,0.001932,0.6812
3.02e-05,0.001702,0.5
5.785e-06,0.002151,0.7629
6.008e-06,0.001762,0.7424
1.329e-05,0.001857,0.6163
1.731e-05,0.00204,0.5918
9.209e-06,0.001648,0.6606
8.981e-06,0.001886,0.6644
2.925e-06,0.002317,0.8517
2.702e-05,0.002028,0.5242
2.82e-06,0.00243,0.8854
8.021e-06,0.001955,0.7002
8.355e-06,0.001945,0.6909
4.134e-06,0.001926,0.7919
7.269e-06,0.002504,0.745
1.725e-05,0.00206,0.5946
6.192e-06,0.002079,0.7393
7.257e-06,0.002451,0.7335
5.711e-06,0.002369,0.7621
1.471e-05,0.002125,0.6207
9.282e-06,0.001745,0.6719
9.952e-06,0.002032,0.6743
5.981e-06,0.001643,0.7262
1.128e-05,0.002157,0.6744
8.86e-06,0.002379,0.6941
6.911e-06,0.002074,0.7365
3.883e-06,0.001989,0.814
6.306e-06,0.002331,0.7548
5.647e-06,0.001854,0.737
9.448e-06,0.001855,0.6657
1.015e-05,0.002166,0.6902
2.396e-06,0.001711,0.8536
3.665e-05,0.002601,0.5071
5.419e-06,0.001824,0.7497
1.349e-05,0.002148,0.628
1.779e-05,0.002081,0.5836
5.095e-06,0.002243,0.7787
1.95e-05,0.002046,0.5742
2.113e-05,0.002446,0.5951
1.993e-05,0.002297,0.5781
5.363e-06,0.001869,0.7502
3.934e-06,0.001889,0.7911
5.092e-06,0.002012,0.7635
2.826e-05,0.001754,0.5
1.064e-05,0.002113,0.6635
8.203e-06,0.001808,0.6845
1.027e-05,0.001903,0.6657
3.075e-06,0.001944,0.8267
2.996e-05,0.002218,0.5274
8.962e-06,0.002062,0.7022
4.226e-06,0.001682,0.7747
3.39e-06,0.002039,0.822
5.715e-06,0.001983,0.749
6.928e-06,0.002033,0.7281
7.707e-06,0.002104,0.7176
9.273e-06,0.001941,0.6782
7.795e-06,0.002244,0.7123
1.636e-05,0.002242,0.6053
7.055e-06,0.001935,0.7186
8.752e-06,0.001889,0.6919
4.887e-06,0.002535,0.7925
4.565e-06,0.002092,0.7668
1.304e-05,0.00194,0.6289
2.343e-05,0.002433,0.573
1.204e-05,0.001994,0.6451
5.157e-06,0.002364,0.7706
2.073e-05,0.002071,0.5711
1.058e-05,0.002334,0.684
6.752e-06,0.002199,0.74
1.736e-05,0.002047,0.5886
1.139e-05,0.002066,0.6408
3.032e-06,0.001997,0.8328
7.787e-06,0.00196,0.7084
1.461e-05,0.002051,0.6205
3.261e-06,0.002101,0.8298
2.457e-05,0.002063,0.5404
9.683e-06,0.002113,0.6819
5.54e-06,0.002173,0.7674
5.188e-06,0.002311,0.7608
1.053e-05,0.002068,0.6559
2.851e-06,0.002021,0.853
9.534e-06,0.00214,0.6822
4.624e-06,0.001874,0.7703
4.104e-06,0.002004,0.7846
1.605e-05,0.001855,0.6039
1.242e-05,0.002683,0.6689
6.431e-06,0.002285,0.7427
1.097e-05,0.002052,0.6626
5.585e-06,0.002313,0.7588
1.323e-05,0.002299,0.6384
1.72e-06,0.001845,0.8967
1.356e-05,0.001914,0.629
7.948e-06,0.002526,0.7286
1.978e-05,0.001959,0.5768
7.049e-06,0.001874,0.7075
8.08e-06,0.001714,0.6874
6.616e-06,0.002151,0.7336
1.276e-05,0.00197,0.6329
1.77e-05,0.002345,0.6113
2.991e-06,0.002099,0.8483
1.821e-06,0.002261,0.9281
1.183e-05,0.002625,0.6642
7.198e-06,0.001902,0.7246
7.12e-06,0.001874,0.7173
2.882e-06,0.001834,0.8438
2.54e-05,0.001953,0.5319
1.414e-05,0.002438,0.6478
1.144e-05,0.001844,0.6434
5.465e-06,0.002446,0.774
4.779e-06,0.001809,0.7589
1.418e-05,0.002082,0.612
8.025e-06,0.002671,0.7178
4.153e-06,0.001916,0.7906
2.517e-06,0.001814,0.8577
6.376e-06,0.002079,0.7375
1.666e-05,0.001973,0.6012
6.17e-06,0.001825,0.7409
4.73e-06,0.002439,0.7935
4.421e-06,0.002312,0.7983
2.882e-05,0.002032,0.5097
1.606e-05,0.001957,0.6012
7.894e-06,0.001879,0.7004
1.803e-05,0.002151,0.5832
4.965e-06,0.001928,0.7702
2.594e-05,0.001714,0.5
7.975e-06,0.002748,0.7292
4.041e-06,0.00209,0.7989
5.539e-06,0.001873,0.7482
7.623e-06,0.002,0.7105
5.059e-06,0.002254,0.7758
4.715e-06,0.001556,0.743
1.823e-05,0.002367,0.5999
4.667e-06,0.002594,0.8131
1.815e-05,0.002455,0.6142
1.195e-05,0.002188,0.6627
1.344e-05,0.002289,0.6406
1.175e-05,0.002165,0.6679
2.08e-05,0.002173,0.5607
9.649e-06,0.002331,0.6952
6.89e-06,0.001819,0.6987
2.471e-06,0.002265,0.8835
1.002e-05,0.001971,0.6638
1.589e-05,0.002059,0.6051
2.923e-05,0.001899,0.5
5.774e-06,0.002386,0.7633
1.08e-05,0.002116,0.6637
3.329e-06,0.001999,0.8235
6.363e-06,0.002483,0.7571
3.348e-05,0.002128,0.5043
1.107e-05,0.002177,0.6673
1.141e-05,0.002392,0.675
6.065e-06,0.001782,0.7306
9.729e-06,0.00183,0.6589
2.842e-05,0.002219,0.5319
7.056e-06,0.002108,0.7248
1.34e-05,0.00163,0.6105
2.515e-06,0.001975,0.8591
4.995e-06,0.002436,0.7918
7.3e-06,0.001969,0.7118
2.705e-05,0.002014,0.5252
1.173e-05,0.001954,0.6328
5.573e-06,0.001919,0.7582
9.083e-06,0.001778,0.6822
1.263e-05,0.001988,0.64
3.18e-05,0.002517,0.5238
1.623e-05,0.001863,0.5907
6.255e-06,0.002141,0.7473
1.193e-05,0.002309,0.66
5.28e-06,0.002095,0.7689
1.477e-05,0.002246,0.6282
1.551e-05,0.00241,0.6244
1.13e-05,0.002262,0.6535
6.195e-06,0.002073,0.728
7.047e-06,0.001849,0.7271
7.123e-06,0.001978,0.7147
5.678e-06,0.001745,0.7371
1.446e-05,0.001993,0.6124
8.606e-06,0.002122,0.7004
1.324e-05,0.0018,0.6147
6.016e-06,0.00272,0.7791
1.101e-05,0.00229,0.6691
1.129e-06,0.001856,0.9678
9.987e-06,0.002129,0.6795
6.449e-06,0.001874,0.7377
6.866e-06,0.002407,0.7403
3.342e-06,0.001721,0.8139
2.103e-05,0.002293,0.5801
7.482e-06,0.001843,0.699
1.523e-05,0.002256,0.6192
2.989e-06,0.001756,0.8244
4.559e-06,0.001822,0.7754
3.474e-06,0.001947,0.8182
5.615e-06,0.001993,0.7512
6.591e-06,0.002001,0.7339
7.239e-06,0.001785,0.7023
9.459e-06,0.002115,0.6901
4.572e-06,0.002103,0.7792
4.385e-06,0.002081,0.7955
6.917e-06,0.001941,0.7177
